/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=7 dataset=tax51 task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Large graph (132524 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 5 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 129.0578 | KOOP 0.0000 | τ 0.5000 | Total 129.0578
Epoch 00001 | NCE 124.7950 | KOOP 0.0000 | τ 0.5000 | Total 124.7950
Epoch 00002 | NCE 124.1180 | KOOP 0.0000 | τ 0.5000 | Total 124.1180
Epoch 00003 | NCE 121.6845 | KOOP 0.0000 | τ 0.5000 | Total 121.6845
Epoch 00004 | NCE 120.2905 | KOOP 0.0000 | τ 0.5000 | Total 120.2905
Epoch 00005 | NCE 120.8219 | KOOP 0.0000 | τ 0.5000 | Total 120.8219
Epoch 00006 | NCE 118.2259 | KOOP 0.0000 | τ 0.5000 | Total 118.2259
Epoch 00007 | NCE 116.7125 | KOOP 0.0000 | τ 0.5000 | Total 116.7125
Epoch 00008 | NCE 114.1644 | KOOP 0.0000 | τ 0.5000 | Total 114.1644
Epoch 00009 | NCE 113.7510 | KOOP 0.0000 | τ 0.5000 | Total 113.7510
Epoch 00010 | NCE 112.9138 | KOOP 0.0000 | τ 0.5000 | Total 112.9138
Epoch 00011 | NCE 113.0002 | KOOP 0.0000 | τ 0.5000 | Total 113.0002
Epoch 00012 | NCE 109.8277 | KOOP 0.0000 | τ 0.5000 | Total 109.8277
Epoch 00013 | NCE 110.3443 | KOOP 0.0000 | τ 0.5000 | Total 110.3443
Epoch 00014 | NCE 110.1894 | KOOP 0.0000 | τ 0.5000 | Total 110.1894
Epoch 00015 | NCE 110.2099 | KOOP 0.0000 | τ 0.5000 | Total 110.2099
Epoch 00016 | NCE 109.7333 | KOOP 0.0000 | τ 0.5000 | Total 109.7333
Epoch 00017 | NCE 109.5121 | KOOP 0.0000 | τ 0.5000 | Total 109.5121
Epoch 00018 | NCE 107.7458 | KOOP 0.0000 | τ 0.5000 | Total 107.7458
Epoch 00019 | NCE 107.9387 | KOOP 0.0000 | τ 0.5000 | Total 107.9387
Epoch 00020 | NCE 106.9338 | KOOP 0.0000 | τ 0.5000 | Total 106.9338
Epoch 00021 | NCE 107.3410 | KOOP 0.0000 | τ 0.5000 | Total 107.3410
Epoch 00022 | NCE 105.2912 | KOOP 0.0000 | τ 0.5000 | Total 105.2912
Epoch 00023 | NCE 105.1662 | KOOP 0.0000 | τ 0.5000 | Total 105.1662
Epoch 00024 | NCE 104.0374 | KOOP 0.0000 | τ 0.5000 | Total 104.0374
Epoch 00025 | NCE 105.9743 | KOOP 0.0000 | τ 0.5000 | Total 105.9743
Epoch 00026 | NCE 106.5716 | KOOP 0.0000 | τ 0.5000 | Total 106.5716
Epoch 00027 | NCE 104.0885 | KOOP 0.0000 | τ 0.5000 | Total 104.0885
Epoch 00028 | NCE 105.3307 | KOOP 0.0000 | τ 0.5000 | Total 105.3307
Epoch 00029 | NCE 105.1684 | KOOP 0.0000 | τ 0.5000 | Total 105.1684
Epoch 00030 | NCE 104.5093 | KOOP 0.0000 | τ 0.5000 | Total 104.5093
Epoch 00031 | NCE 105.4592 | KOOP 0.0000 | τ 0.5000 | Total 105.4592
Epoch 00032 | NCE 104.5314 | KOOP 0.0000 | τ 0.5000 | Total 104.5314
Epoch 00033 | NCE 104.5746 | KOOP 0.0000 | τ 0.5000 | Total 104.5746
Epoch 00034 | NCE 104.4932 | KOOP 0.0000 | τ 0.5000 | Total 104.4932
Epoch 00035 | NCE 104.4827 | KOOP 0.0000 | τ 0.5000 | Total 104.4827
Epoch 00036 | NCE 103.8410 | KOOP 0.0000 | τ 0.5000 | Total 103.8410
Epoch 00037 | NCE 103.1725 | KOOP 0.0000 | τ 0.5000 | Total 103.1725
Epoch 00038 | NCE 102.5590 | KOOP 0.0000 | τ 0.5000 | Total 102.5590
Epoch 00039 | NCE 103.4731 | KOOP 0.0000 | τ 0.5000 | Total 103.4731
Epoch 00040 | NCE 102.9551 | KOOP 0.0000 | τ 0.5000 | Total 102.9551
Epoch 00041 | NCE 102.0355 | KOOP 0.0000 | τ 0.5000 | Total 102.0355
Epoch 00042 | NCE 103.6012 | KOOP 0.0000 | τ 0.5000 | Total 103.6012
Epoch 00043 | NCE 101.6437 | KOOP 0.0000 | τ 0.5000 | Total 101.6437
Epoch 00044 | NCE 102.2315 | KOOP 0.0000 | τ 0.5000 | Total 102.2315
Epoch 00045 | NCE 102.3580 | KOOP 0.0000 | τ 0.5000 | Total 102.3580
Epoch 00046 | NCE 100.9087 | KOOP 0.0000 | τ 0.5000 | Total 100.9087
Epoch 00047 | NCE 100.8615 | KOOP 0.0000 | τ 0.5000 | Total 100.8615
Epoch 00048 | NCE 100.6968 | KOOP 0.0000 | τ 0.5000 | Total 100.6968
Epoch 00049 | NCE 100.8758 | KOOP 0.0000 | τ 0.5000 | Total 100.8758
Epoch 00050 | NCE 101.3326 | KOOP 0.0000 | τ 0.5000 | Total 101.3326
