/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=24 dataset=dblp task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 300 structural nodes (4500 edges)

Constructing attribute anomaly nodes...
Done. 300 attribute anomaly nodes

[KAIROS] Large graph (25387 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 4 views | λ_koop=1.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 78.6161 | KOOP 0.1507 | τ 0.5000 | Total 78.7669
Epoch 00001 | NCE 75.3426 | KOOP 0.1168 | τ 0.5000 | Total 75.4594
Epoch 00002 | NCE 72.8521 | KOOP 0.1039 | τ 0.5000 | Total 72.9560
Epoch 00003 | NCE 71.2607 | KOOP 0.0903 | τ 0.5000 | Total 71.3511
Epoch 00004 | NCE 68.9740 | KOOP 0.0652 | τ 0.5000 | Total 69.0392
Epoch 00005 | NCE 67.9778 | KOOP 0.0614 | τ 0.5000 | Total 68.0393
Epoch 00006 | NCE 67.5048 | KOOP 0.0626 | τ 0.5000 | Total 67.5674
Epoch 00007 | NCE 66.1515 | KOOP 0.0495 | τ 0.5000 | Total 66.2011
Epoch 00008 | NCE 65.6045 | KOOP 0.0441 | τ 0.5000 | Total 65.6486
Epoch 00009 | NCE 64.7506 | KOOP 0.0413 | τ 0.5000 | Total 64.7919
Epoch 00010 | NCE 64.0709 | KOOP 0.0346 | τ 0.5000 | Total 64.1056
Epoch 00011 | NCE 64.1027 | KOOP 0.0385 | τ 0.5000 | Total 64.1412
Epoch 00012 | NCE 63.3126 | KOOP 0.0302 | τ 0.5000 | Total 63.3428
Epoch 00013 | NCE 63.5872 | KOOP 0.0308 | τ 0.5000 | Total 63.6180
Epoch 00014 | NCE 62.8905 | KOOP 0.0262 | τ 0.5000 | Total 62.9168
Epoch 00015 | NCE 63.0970 | KOOP 0.0286 | τ 0.5000 | Total 63.1256
Epoch 00016 | NCE 62.5951 | KOOP 0.0307 | τ 0.5000 | Total 62.6258
Epoch 00017 | NCE 62.2757 | KOOP 0.0212 | τ 0.5000 | Total 62.2968
Epoch 00018 | NCE 62.4397 | KOOP 0.0318 | τ 0.5000 | Total 62.4715
Epoch 00019 | NCE 61.9094 | KOOP 0.0205 | τ 0.5000 | Total 61.9299
Epoch 00020 | NCE 61.6713 | KOOP 0.0197 | τ 0.5000 | Total 61.6910
Epoch 00021 | NCE 62.1195 | KOOP 0.0285 | τ 0.5000 | Total 62.1480
Epoch 00022 | NCE 61.4948 | KOOP 0.0227 | τ 0.5000 | Total 61.5175
Epoch 00023 | NCE 61.4206 | KOOP 0.0218 | τ 0.5000 | Total 61.4424
Epoch 00024 | NCE 61.3564 | KOOP 0.0204 | τ 0.5000 | Total 61.3768
Epoch 00025 | NCE 61.1992 | KOOP 0.0143 | τ 0.5000 | Total 61.2136
Epoch 00026 | NCE 61.2174 | KOOP 0.0220 | τ 0.5000 | Total 61.2394
Epoch 00027 | NCE 60.8669 | KOOP 0.0155 | τ 0.5000 | Total 60.8824
Epoch 00028 | NCE 61.0263 | KOOP 0.0185 | τ 0.5000 | Total 61.0448
Epoch 00029 | NCE 61.0246 | KOOP 0.0169 | τ 0.5000 | Total 61.0416
Epoch 00030 | NCE 60.8046 | KOOP 0.0150 | τ 0.5000 | Total 60.8197
Epoch 00031 | NCE 60.8995 | KOOP 0.0182 | τ 0.5000 | Total 60.9178
Epoch 00032 | NCE 60.5723 | KOOP 0.0164 | τ 0.5000 | Total 60.5887
Epoch 00033 | NCE 60.9661 | KOOP 0.0204 | τ 0.5000 | Total 60.9866
Epoch 00034 | NCE 60.8415 | KOOP 0.0144 | τ 0.5000 | Total 60.8560
Epoch 00035 | NCE 60.2122 | KOOP 0.0132 | τ 0.5000 | Total 60.2254
Epoch 00036 | NCE 60.4529 | KOOP 0.0126 | τ 0.5000 | Total 60.4655
Epoch 00037 | NCE 60.6471 | KOOP 0.0165 | τ 0.5000 | Total 60.6636
Epoch 00038 | NCE 60.2423 | KOOP 0.0110 | τ 0.5000 | Total 60.2533
Epoch 00039 | NCE 60.2222 | KOOP 0.0147 | τ 0.5000 | Total 60.2370
Epoch 00040 | NCE 60.1702 | KOOP 0.0125 | τ 0.5000 | Total 60.1827
Epoch 00041 | NCE 60.5263 | KOOP 0.0220 | τ 0.5000 | Total 60.5483
Epoch 00042 | NCE 60.1460 | KOOP 0.0145 | τ 0.5000 | Total 60.1606
Epoch 00043 | NCE 60.2710 | KOOP 0.0140 | τ 0.5000 | Total 60.2851
Epoch 00044 | NCE 60.1635 | KOOP 0.0092 | τ 0.5000 | Total 60.1727
