/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=7 dataset=bitalpha task=classification
[KAIROS] Using device: cuda:0 (NVIDIA RTX A5000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (3219 nodes) → full-neighbour training sampler

[KAIROS] Backbone: h2gcn
Training 200 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 73.8941 | KOOP 0.0000 | τ 0.5000 | Total 73.8941
Epoch 00001 | NCE 69.1791 | KOOP 0.0000 | τ 0.5000 | Total 69.1791
Epoch 00002 | NCE 66.5913 | KOOP 0.0000 | τ 0.5000 | Total 66.5913
Epoch 00003 | NCE 64.4958 | KOOP 0.0000 | τ 0.5000 | Total 64.4958
Epoch 00004 | NCE 62.7494 | KOOP 0.0000 | τ 0.5000 | Total 62.7494
Epoch 00005 | NCE 62.4784 | KOOP 0.0000 | τ 0.5000 | Total 62.4784
Epoch 00006 | NCE 61.7325 | KOOP 0.0000 | τ 0.5000 | Total 61.7325
Epoch 00007 | NCE 60.9036 | KOOP 0.0000 | τ 0.5000 | Total 60.9036
Epoch 00008 | NCE 60.4236 | KOOP 0.0000 | τ 0.5000 | Total 60.4236
Epoch 00009 | NCE 60.2026 | KOOP 0.0000 | τ 0.5000 | Total 60.2026
Epoch 00010 | NCE 59.8207 | KOOP 0.0000 | τ 0.5000 | Total 59.8207
Epoch 00011 | NCE 59.6816 | KOOP 0.0000 | τ 0.5000 | Total 59.6816
Epoch 00012 | NCE 59.4076 | KOOP 0.0000 | τ 0.5000 | Total 59.4076
Epoch 00013 | NCE 58.8576 | KOOP 0.0000 | τ 0.5000 | Total 58.8576
Epoch 00014 | NCE 58.8670 | KOOP 0.0000 | τ 0.5000 | Total 58.8670
Epoch 00015 | NCE 58.7074 | KOOP 0.0000 | τ 0.5000 | Total 58.7074
Epoch 00016 | NCE 58.6823 | KOOP 0.0000 | τ 0.5000 | Total 58.6823
Epoch 00017 | NCE 58.3251 | KOOP 0.0000 | τ 0.5000 | Total 58.3251
Epoch 00018 | NCE 58.6325 | KOOP 0.0000 | τ 0.5000 | Total 58.6325
Epoch 00019 | NCE 58.1816 | KOOP 0.0000 | τ 0.5000 | Total 58.1816
Epoch 00020 | NCE 58.2387 | KOOP 0.0000 | τ 0.5000 | Total 58.2387
