/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=24 dataset=bitcoinotc task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (5881 nodes) → full-neighbour training sampler

[KAIROS] Backbone: gat
Training 25 epochs | 3 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 39.4499 | KOOP 0.0000 | τ 0.5000 | Total 39.4499
Epoch 00001 | NCE 37.7145 | KOOP 0.0000 | τ 0.5000 | Total 37.7145
Epoch 00002 | NCE 35.9664 | KOOP 0.0000 | τ 0.5000 | Total 35.9664
Epoch 00003 | NCE 34.5960 | KOOP 0.0000 | τ 0.5000 | Total 34.5960
Epoch 00004 | NCE 33.8893 | KOOP 0.0000 | τ 0.5000 | Total 33.8893
Epoch 00005 | NCE 33.3074 | KOOP 0.0000 | τ 0.5000 | Total 33.3074
Epoch 00006 | NCE 32.1758 | KOOP 0.0000 | τ 0.5000 | Total 32.1758
Epoch 00007 | NCE 31.8968 | KOOP 0.0000 | τ 0.5000 | Total 31.8968
Epoch 00008 | NCE 31.6353 | KOOP 0.0000 | τ 0.5000 | Total 31.6353
Epoch 00009 | NCE 31.9852 | KOOP 0.0000 | τ 0.5000 | Total 31.9852
Epoch 00010 | NCE 31.2924 | KOOP 0.0000 | τ 0.5000 | Total 31.2924
Epoch 00011 | NCE 31.6714 | KOOP 0.0000 | τ 0.5000 | Total 31.6714
Epoch 00012 | NCE 31.4375 | KOOP 0.0000 | τ 0.5000 | Total 31.4375
Epoch 00013 | NCE 31.3530 | KOOP 0.0000 | τ 0.5000 | Total 31.3530
Epoch 00014 | NCE 31.3167 | KOOP 0.0000 | τ 0.5000 | Total 31.3167
Epoch 00015 | NCE 31.2039 | KOOP 0.0000 | τ 0.5000 | Total 31.2039
Epoch 00016 | NCE 31.0495 | KOOP 0.0000 | τ 0.5000 | Total 31.0495
Epoch 00017 | NCE 31.0381 | KOOP 0.0000 | τ 0.5000 | Total 31.0381
Epoch 00018 | NCE 31.0486 | KOOP 0.0000 | τ 0.5000 | Total 31.0486
Epoch 00019 | NCE 30.9477 | KOOP 0.0000 | τ 0.5000 | Total 30.9477
Epoch 00020 | NCE 30.4973 | KOOP 0.0000 | τ 0.5000 | Total 30.4973
Epoch 00021 | NCE 30.9844 | KOOP 0.0000 | τ 0.5000 | Total 30.9844
Epoch 00022 | NCE 30.9490 | KOOP 0.0000 | τ 0.5000 | Total 30.9490
Epoch 00023 | NCE 30.5289 | KOOP 0.0000 | τ 0.5000 | Total 30.5289
Epoch 00024 | NCE 31.0810 | KOOP 0.0000 | τ 0.5000 | Total 31.0810
  LinEval    0 | train 0.4566 | val 0.4949 | micro 0.4741 | wei 0.4321
  LinEval  500 | train 0.7019 | val 0.5136 | micro 0.5555 | wei 0.5554
  LinEval 1000 | train 0.7036 | val 0.5187 | micro 0.5499 | wei 0.5506
  LinEval 1500 | train 0.7053 | val 0.5187 | micro 0.5484 | wei 0.5491
  LinEval 1999 | train 0.7053 | val 0.5204 | micro 0.5465 | wei 0.5473
  LinEval    0 | train 0.2794 | val 0.3844 | micro 0.3700 | wei 0.3396
  LinEval  500 | train 0.6934 | val 0.5289 | micro 0.5612 | wei 0.5597
  LinEval 1000 | train 0.7002 | val 0.5170 | micro 0.5550 | wei 0.5548
  LinEval 1500 | train 0.7036 | val 0.5238 | micro 0.5514 | wei 0.5518
  LinEval 1999 | train 0.7053 | val 0.5170 | micro 0.5491 | wei 0.5497
  LinEval    0 | train 0.3697 | val 0.4235 | micro 0.4165 | wei 0.4195
  LinEval  500 | train 0.7019 | val 0.5170 | micro 0.5576 | wei 0.5569
  LinEval 1000 | train 0.7070 | val 0.5221 | micro 0.5512 | wei 0.5516
  LinEval 1500 | train 0.7053 | val 0.5187 | micro 0.5491 | wei 0.5497
  LinEval 1999 | train 0.7019 | val 0.5119 | micro 0.5508 | wei 0.5513
  LinEval    0 | train 0.3169 | val 0.4252 | micro 0.4271 | wei 0.4016
  LinEval  500 | train 0.6985 | val 0.5187 | micro 0.5572 | wei 0.5563
  LinEval 1000 | train 0.7036 | val 0.5204 | micro 0.5514 | wei 0.5517
  LinEval 1500 | train 0.7053 | val 0.5170 | micro 0.5499 | wei 0.5505
  LinEval 1999 | train 0.7070 | val 0.5187 | micro 0.5478 | wei 0.5485
  LinEval    0 | train 0.2777 | val 0.4235 | micro 0.4284 | wei 0.2948
  LinEval  500 | train 0.6951 | val 0.5289 | micro 0.5608 | wei 0.5594
  LinEval 1000 | train 0.7019 | val 0.5153 | micro 0.5550 | wei 0.5550
  LinEval 1500 | train 0.7036 | val 0.5221 | micro 0.5510 | wei 0.5514
  LinEval 1999 | train 0.7070 | val 0.5136 | micro 0.5508 | wei 0.5515

Linear evaluation  Acc: 0.5604  Wei-F1: 0.5539
[ablate-result] ablation=fixed_tau seed=24 dataset=bitcoinotc task=classification result={'accuracy': 0.5604335069656372, 'weighted_f1': 0.5539172291755676}
