/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=42 dataset=tax51 task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 3000 structural nodes (45000 edges)

Constructing attribute anomaly nodes...
Done. 3000 attribute anomaly nodes

[KAIROS] Large graph (132524 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 4 views | λ_koop=1.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 77.8403 | KOOP 0.1556 | τ 0.0703 | Total 77.9959
Epoch 00001 | NCE 71.8614 | KOOP 0.1493 | τ 0.0706 | Total 72.0107
Epoch 00002 | NCE 66.9212 | KOOP 0.1475 | τ 0.0708 | Total 67.0687
Epoch 00003 | NCE 65.1465 | KOOP 0.1377 | τ 0.0711 | Total 65.2842
Epoch 00004 | NCE 61.2830 | KOOP 0.1212 | τ 0.0712 | Total 61.4042
Epoch 00005 | NCE 58.4400 | KOOP 0.1147 | τ 0.0713 | Total 58.5547
Epoch 00006 | NCE 56.7682 | KOOP 0.1153 | τ 0.0714 | Total 56.8835
Epoch 00007 | NCE 54.2210 | KOOP 0.1096 | τ 0.0714 | Total 54.3307
Epoch 00008 | NCE 51.5032 | KOOP 0.0967 | τ 0.0713 | Total 51.6000
Epoch 00009 | NCE 49.8259 | KOOP 0.1026 | τ 0.0712 | Total 49.9285
Epoch 00010 | NCE 47.1198 | KOOP 0.0912 | τ 0.0711 | Total 47.2111
Epoch 00011 | NCE 46.3256 | KOOP 0.0939 | τ 0.0710 | Total 46.4196
Epoch 00012 | NCE 41.4544 | KOOP 0.0786 | τ 0.0708 | Total 41.5331
Epoch 00013 | NCE 43.0671 | KOOP 0.0845 | τ 0.0707 | Total 43.1516
Epoch 00014 | NCE 38.9352 | KOOP 0.0765 | τ 0.0705 | Total 39.0117
Epoch 00015 | NCE 39.1703 | KOOP 0.0838 | τ 0.0703 | Total 39.2541
Epoch 00016 | NCE 37.3108 | KOOP 0.0830 | τ 0.0701 | Total 37.3938
Epoch 00017 | NCE 35.9883 | KOOP 0.0761 | τ 0.0699 | Total 36.0644
