/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=99 dataset=bitotc task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (4863 nodes) → full-neighbour training sampler

[KAIROS] Backbone: gcn
Training 50 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 72.7228 | KOOP 0.0000 | τ 0.5000 | Total 72.7228
Epoch 00001 | NCE 73.6303 | KOOP 0.0000 | τ 0.5000 | Total 73.6303
Epoch 00002 | NCE 69.6509 | KOOP 0.0000 | τ 0.5000 | Total 69.6509
Epoch 00003 | NCE 67.3605 | KOOP 0.0000 | τ 0.5000 | Total 67.3605
Epoch 00004 | NCE 64.8057 | KOOP 0.0000 | τ 0.5000 | Total 64.8057
Epoch 00005 | NCE 64.9633 | KOOP 0.0000 | τ 0.5000 | Total 64.9633
Epoch 00006 | NCE 63.1152 | KOOP 0.0000 | τ 0.5000 | Total 63.1152
Epoch 00007 | NCE 64.8810 | KOOP 0.0000 | τ 0.5000 | Total 64.8810
Epoch 00008 | NCE 62.5814 | KOOP 0.0000 | τ 0.5000 | Total 62.5814
Epoch 00009 | NCE 62.4572 | KOOP 0.0000 | τ 0.5000 | Total 62.4572
Epoch 00010 | NCE 60.6655 | KOOP 0.0000 | τ 0.5000 | Total 60.6655
Epoch 00011 | NCE 61.5144 | KOOP 0.0000 | τ 0.5000 | Total 61.5144
Epoch 00012 | NCE 62.4893 | KOOP 0.0000 | τ 0.5000 | Total 62.4893
Epoch 00013 | NCE 61.1709 | KOOP 0.0000 | τ 0.5000 | Total 61.1709
Epoch 00014 | NCE 60.6472 | KOOP 0.0000 | τ 0.5000 | Total 60.6472
Epoch 00015 | NCE 61.3187 | KOOP 0.0000 | τ 0.5000 | Total 61.3187
Epoch 00016 | NCE 61.4504 | KOOP 0.0000 | τ 0.5000 | Total 61.4504
Epoch 00017 | NCE 60.4421 | KOOP 0.0000 | τ 0.5000 | Total 60.4421
Epoch 00018 | NCE 61.6653 | KOOP 0.0000 | τ 0.5000 | Total 61.6653
Epoch 00019 | NCE 61.7816 | KOOP 0.0000 | τ 0.5000 | Total 61.7816
Epoch 00020 | NCE 61.3400 | KOOP 0.0000 | τ 0.5000 | Total 61.3400
Epoch 00021 | NCE 59.2386 | KOOP 0.0000 | τ 0.5000 | Total 59.2386
Epoch 00022 | NCE 61.1490 | KOOP 0.0000 | τ 0.5000 | Total 61.1490
Epoch 00023 | NCE 60.9051 | KOOP 0.0000 | τ 0.5000 | Total 60.9051
Epoch 00024 | NCE 61.1902 | KOOP 0.0000 | τ 0.5000 | Total 61.1902
Epoch 00025 | NCE 59.3517 | KOOP 0.0000 | τ 0.5000 | Total 59.3517
Epoch 00026 | NCE 60.2113 | KOOP 0.0000 | τ 0.5000 | Total 60.2113
Epoch 00027 | NCE 60.2589 | KOOP 0.0000 | τ 0.5000 | Total 60.2589
Epoch 00028 | NCE 60.5639 | KOOP 0.0000 | τ 0.5000 | Total 60.5639
Epoch 00029 | NCE 60.2045 | KOOP 0.0000 | τ 0.5000 | Total 60.2045
Epoch 00030 | NCE 60.4254 | KOOP 0.0000 | τ 0.5000 | Total 60.4254
Epoch 00031 | NCE 58.6992 | KOOP 0.0000 | τ 0.5000 | Total 58.6992
Epoch 00032 | NCE 59.8826 | KOOP 0.0000 | τ 0.5000 | Total 59.8826
Epoch 00033 | NCE 59.3784 | KOOP 0.0000 | τ 0.5000 | Total 59.3784
Epoch 00034 | NCE 59.8727 | KOOP 0.0000 | τ 0.5000 | Total 59.8727
Epoch 00035 | NCE 60.3670 | KOOP 0.0000 | τ 0.5000 | Total 60.3670
Epoch 00036 | NCE 60.1283 | KOOP 0.0000 | τ 0.5000 | Total 60.1283
Epoch 00037 | NCE 59.8845 | KOOP 0.0000 | τ 0.5000 | Total 59.8845
Epoch 00038 | NCE 59.4856 | KOOP 0.0000 | τ 0.5000 | Total 59.4856
Epoch 00039 | NCE 59.7510 | KOOP 0.0000 | τ 0.5000 | Total 59.7510
Epoch 00040 | NCE 59.7557 | KOOP 0.0000 | τ 0.5000 | Total 59.7557
Epoch 00041 | NCE 59.6790 | KOOP 0.0000 | τ 0.5000 | Total 59.6790
Epoch 00042 | NCE 59.5397 | KOOP 0.0000 | τ 0.5000 | Total 59.5397
Epoch 00043 | NCE 59.6789 | KOOP 0.0000 | τ 0.5000 | Total 59.6789
Epoch 00044 | NCE 58.9124 | KOOP 0.0000 | τ 0.5000 | Total 58.9124
Epoch 00045 | NCE 59.3128 | KOOP 0.0000 | τ 0.5000 | Total 59.3128
Epoch 00046 | NCE 58.9577 | KOOP 0.0000 | τ 0.5000 | Total 58.9577
Epoch 00047 | NCE 59.6909 | KOOP 0.0000 | τ 0.5000 | Total 59.6909
Epoch 00048 | NCE 59.3868 | KOOP 0.0000 | τ 0.5000 | Total 59.3868
Epoch 00049 | NCE 60.0126 | KOOP 0.0000 | τ 0.5000 | Total 60.0126
  LinEval    0 | train 0.0083 | val 0.0577 | micro 0.0513 | wei 0.0800
  LinEval  500 | train 0.6757 | val 0.6433 | micro 0.6377 | wei 0.5284
  LinEval 1000 | train 0.6840 | val 0.6371 | micro 0.6343 | wei 0.5327
