/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=42 dataset=bitalpha task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (3219 nodes) → full-neighbour training sampler

Training 200 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 77.5472 | KOOP 0.0000 | τ 0.0703 | Total 77.5472
Epoch 00001 | NCE 66.2977 | KOOP 0.0000 | τ 0.0705 | Total 66.2977
Epoch 00002 | NCE 58.6869 | KOOP 0.0000 | τ 0.0708 | Total 58.6869
Epoch 00003 | NCE 50.7730 | KOOP 0.0000 | τ 0.0709 | Total 50.7730
Epoch 00004 | NCE 48.8118 | KOOP 0.0000 | τ 0.0709 | Total 48.8118
Epoch 00005 | NCE 45.3758 | KOOP 0.0000 | τ 0.0709 | Total 45.3758
Epoch 00006 | NCE 42.7359 | KOOP 0.0000 | τ 0.0708 | Total 42.7359
Epoch 00007 | NCE 39.3446 | KOOP 0.0000 | τ 0.0707 | Total 39.3446
Epoch 00008 | NCE 38.1749 | KOOP 0.0000 | τ 0.0705 | Total 38.1749
Epoch 00009 | NCE 36.5642 | KOOP 0.0000 | τ 0.0703 | Total 36.5642
Epoch 00010 | NCE 33.5830 | KOOP 0.0000 | τ 0.0702 | Total 33.5830
Epoch 00011 | NCE 33.9291 | KOOP 0.0000 | τ 0.0700 | Total 33.9291
Epoch 00012 | NCE 31.8854 | KOOP 0.0000 | τ 0.0697 | Total 31.8854
Epoch 00013 | NCE 29.0874 | KOOP 0.0000 | τ 0.0695 | Total 29.0874
Epoch 00014 | NCE 31.0984 | KOOP 0.0000 | τ 0.0693 | Total 31.0984
Epoch 00015 | NCE 27.9839 | KOOP 0.0000 | τ 0.0691 | Total 27.9839
Epoch 00016 | NCE 26.5867 | KOOP 0.0000 | τ 0.0689 | Total 26.5867
Epoch 00017 | NCE 27.3672 | KOOP 0.0000 | τ 0.0687 | Total 27.3672
Epoch 00018 | NCE 24.6262 | KOOP 0.0000 | τ 0.0684 | Total 24.6262
Epoch 00019 | NCE 24.6457 | KOOP 0.0000 | τ 0.0682 | Total 24.6457
Epoch 00020 | NCE 23.4960 | KOOP 0.0000 | τ 0.0680 | Total 23.4960
Epoch 00021 | NCE 22.5997 | KOOP 0.0000 | τ 0.0677 | Total 22.5997
Epoch 00022 | NCE 22.7998 | KOOP 0.0000 | τ 0.0675 | Total 22.7998
Epoch 00023 | NCE 20.3254 | KOOP 0.0000 | τ 0.0672 | Total 20.3254
Epoch 00024 | NCE 21.8232 | KOOP 0.0000 | τ 0.0670 | Total 21.8232
Epoch 00025 | NCE 21.3361 | KOOP 0.0000 | τ 0.0667 | Total 21.3361
Epoch 00026 | NCE 17.4807 | KOOP 0.0000 | τ 0.0665 | Total 17.4807
Epoch 00027 | NCE 18.3336 | KOOP 0.0000 | τ 0.0662 | Total 18.3336
Epoch 00028 | NCE 19.1808 | KOOP 0.0000 | τ 0.0660 | Total 19.1808
Epoch 00029 | NCE 17.3302 | KOOP 0.0000 | τ 0.0657 | Total 17.3302
