/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=42 dataset=tax51 task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 3000 structural nodes (45000 edges)

Constructing attribute anomaly nodes...
Done. 3000 attribute anomaly nodes

[KAIROS] Large graph (132524 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 4 views | λ_koop=1.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 78.3951 | KOOP 0.1604 | τ 0.0703 | Total 78.5554
Epoch 00001 | NCE 71.8541 | KOOP 0.1469 | τ 0.0706 | Total 72.0010
Epoch 00002 | NCE 66.7273 | KOOP 0.1474 | τ 0.0708 | Total 66.8747
Epoch 00003 | NCE 65.2654 | KOOP 0.1409 | τ 0.0710 | Total 65.4064
Epoch 00004 | NCE 61.5374 | KOOP 0.1250 | τ 0.0712 | Total 61.6624
Epoch 00005 | NCE 58.2212 | KOOP 0.1151 | τ 0.0713 | Total 58.3362
Epoch 00006 | NCE 56.1220 | KOOP 0.1159 | τ 0.0714 | Total 56.2379
Epoch 00007 | NCE 54.0817 | KOOP 0.1098 | τ 0.0714 | Total 54.1915
Epoch 00008 | NCE 51.2596 | KOOP 0.0975 | τ 0.0713 | Total 51.3572
Epoch 00009 | NCE 49.4926 | KOOP 0.0962 | τ 0.0712 | Total 49.5889
Epoch 00010 | NCE 46.5441 | KOOP 0.0912 | τ 0.0711 | Total 46.6353
Epoch 00011 | NCE 45.7053 | KOOP 0.0918 | τ 0.0709 | Total 45.7971
Epoch 00012 | NCE 40.8826 | KOOP 0.0771 | τ 0.0708 | Total 40.9597
Epoch 00013 | NCE 43.6405 | KOOP 0.0858 | τ 0.0706 | Total 43.7263
Epoch 00014 | NCE 38.5713 | KOOP 0.0729 | τ 0.0704 | Total 38.6442
Epoch 00015 | NCE 38.8004 | KOOP 0.0812 | τ 0.0702 | Total 38.8817
Epoch 00016 | NCE 37.1697 | KOOP 0.0802 | τ 0.0701 | Total 37.2500
Epoch 00017 | NCE 35.6125 | KOOP 0.0725 | τ 0.0699 | Total 35.6850
Epoch 00018 | NCE 33.7746 | KOOP 0.0730 | τ 0.0696 | Total 33.8475
Epoch 00019 | NCE 32.5030 | KOOP 0.0710 | τ 0.0694 | Total 32.5740
Epoch 00020 | NCE 30.8068 | KOOP 0.0628 | τ 0.0692 | Total 30.8697
Epoch 00021 | NCE 30.6336 | KOOP 0.0678 | τ 0.0690 | Total 30.7015
Epoch 00022 | NCE 30.8809 | KOOP 0.0701 | τ 0.0688 | Total 30.9510
Epoch 00023 | NCE 26.8887 | KOOP 0.0668 | τ 0.0685 | Total 26.9556
Epoch 00024 | NCE 27.7283 | KOOP 0.0660 | τ 0.0683 | Total 27.7943
Epoch 00025 | NCE 26.5555 | KOOP 0.0594 | τ 0.0681 | Total 26.6149
Epoch 00026 | NCE 24.9236 | KOOP 0.0563 | τ 0.0678 | Total 24.9800
Epoch 00027 | NCE 24.5161 | KOOP 0.0626 | τ 0.0676 | Total 24.5787
Epoch 00028 | NCE 23.0082 | KOOP 0.0541 | τ 0.0673 | Total 23.0623
Epoch 00029 | NCE 23.3595 | KOOP 0.0570 | τ 0.0670 | Total 23.4165
Epoch 00030 | NCE 22.2581 | KOOP 0.0538 | τ 0.0668 | Total 22.3119
Epoch 00031 | NCE 22.1875 | KOOP 0.0586 | τ 0.0665 | Total 22.2462
Epoch 00032 | NCE 20.6208 | KOOP 0.0536 | τ 0.0662 | Total 20.6744
Epoch 00033 | NCE 22.1408 | KOOP 0.0568 | τ 0.0660 | Total 22.1976
Epoch 00034 | NCE 19.7712 | KOOP 0.0488 | τ 0.0657 | Total 19.8200
Epoch 00035 | NCE 20.0268 | KOOP 0.0520 | τ 0.0654 | Total 20.0789
Epoch 00036 | NCE 19.5668 | KOOP 0.0497 | τ 0.0652 | Total 19.6165
Epoch 00037 | NCE 19.4356 | KOOP 0.0479 | τ 0.0649 | Total 19.4835
Epoch 00038 | NCE 17.7279 | KOOP 0.0467 | τ 0.0646 | Total 17.7747
Epoch 00039 | NCE 18.1982 | KOOP 0.0468 | τ 0.0644 | Total 18.2450
Epoch 00040 | NCE 17.2254 | KOOP 0.0498 | τ 0.0641 | Total 17.2752
Epoch 00041 | NCE 15.9370 | KOOP 0.0450 | τ 0.0638 | Total 15.9820
Epoch 00042 | NCE 16.8942 | KOOP 0.0468 | τ 0.0636 | Total 16.9410
Epoch 00043 | NCE 17.6583 | KOOP 0.0460 | τ 0.0633 | Total 17.7043
Epoch 00044 | NCE 16.3469 | KOOP 0.0502 | τ 0.0630 | Total 16.3971
Epoch 00045 | NCE 15.0357 | KOOP 0.0391 | τ 0.0628 | Total 15.0748
Epoch 00046 | NCE 16.4198 | KOOP 0.0449 | τ 0.0625 | Total 16.4647
Epoch 00047 | NCE 16.4595 | KOOP 0.0495 | τ 0.0622 | Total 16.5090
Epoch 00048 | NCE 16.9334 | KOOP 0.0514 | τ 0.0620 | Total 16.9849
Epoch 00049 | NCE 15.0588 | KOOP 0.0479 | τ 0.0618 | Total 15.1068
Epoch 00050 | NCE 16.9511 | KOOP 0.0532 | τ 0.0615 | Total 17.0044
Epoch 00051 | NCE 15.9113 | KOOP 0.0466 | τ 0.0613 | Total 15.9579
Epoch 00052 | NCE 13.3393 | KOOP 0.0413 | τ 0.0610 | Total 13.3806
Epoch 00053 | NCE 14.7939 | KOOP 0.0433 | τ 0.0608 | Total 14.8372
Epoch 00054 | NCE 12.9720 | KOOP 0.0372 | τ 0.0606 | Total 13.0093
Epoch 00055 | NCE 13.6671 | KOOP 0.0432 | τ 0.0604 | Total 13.7103
Epoch 00056 | NCE 13.5795 | KOOP 0.0428 | τ 0.0601 | Total 13.6223
Epoch 00057 | NCE 13.3114 | KOOP 0.0441 | τ 0.0599 | Total 13.3555
Epoch 00058 | NCE 13.0223 | KOOP 0.0389 | τ 0.0597 | Total 13.0613
Epoch 00059 | NCE 13.9025 | KOOP 0.0432 | τ 0.0595 | Total 13.9457
Epoch 00060 | NCE 13.9587 | KOOP 0.0490 | τ 0.0592 | Total 14.0077
Epoch 00061 | NCE 13.4662 | KOOP 0.0412 | τ 0.0590 | Total 13.5074
Epoch 00062 | NCE 13.4782 | KOOP 0.0418 | τ 0.0588 | Total 13.5200
Epoch 00063 | NCE 12.5098 | KOOP 0.0390 | τ 0.0586 | Total 12.5489
Epoch 00064 | NCE 13.6526 | KOOP 0.0418 | τ 0.0584 | Total 13.6945
Epoch 00065 | NCE 13.3228 | KOOP 0.0443 | τ 0.0582 | Total 13.3671
Epoch 00066 | NCE 12.0144 | KOOP 0.0406 | τ 0.0581 | Total 12.0549
Epoch 00067 | NCE 11.9684 | KOOP 0.0378 | τ 0.0579 | Total 12.0062
Epoch 00068 | NCE 12.6341 | KOOP 0.0424 | τ 0.0577 | Total 12.6765
Epoch 00069 | NCE 11.2033 | KOOP 0.0399 | τ 0.0575 | Total 11.2433
Epoch 00070 | NCE 11.8465 | KOOP 0.0380 | τ 0.0573 | Total 11.8845
Epoch 00071 | NCE 11.0413 | KOOP 0.0385 | τ 0.0572 | Total 11.0799
Epoch 00072 | NCE 10.7684 | KOOP 0.0363 | τ 0.0570 | Total 10.8047
Epoch 00073 | NCE 10.5943 | KOOP 0.0384 | τ 0.0568 | Total 10.6327
