/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=24 dataset=dblp task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 300 structural nodes (4500 edges)

Constructing attribute anomaly nodes...
Done. 300 attribute anomaly nodes

[KAIROS] Large graph (25387 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 81.6479 | KOOP 0.0000 | τ 0.0703 | Total 81.6479
Epoch 00001 | NCE 66.9348 | KOOP 0.0000 | τ 0.0706 | Total 66.9348
Epoch 00002 | NCE 61.4128 | KOOP 0.0000 | τ 0.0708 | Total 61.4128
Epoch 00003 | NCE 57.1834 | KOOP 0.0000 | τ 0.0710 | Total 57.1834
Epoch 00004 | NCE 50.8815 | KOOP 0.0000 | τ 0.0712 | Total 50.8815
Epoch 00005 | NCE 47.5082 | KOOP 0.0000 | τ 0.0712 | Total 47.5082
Epoch 00006 | NCE 47.9186 | KOOP 0.0000 | τ 0.0712 | Total 47.9186
Epoch 00007 | NCE 43.8901 | KOOP 0.0000 | τ 0.0712 | Total 43.8901
Epoch 00008 | NCE 42.7484 | KOOP 0.0000 | τ 0.0711 | Total 42.7484
Epoch 00009 | NCE 39.9360 | KOOP 0.0000 | τ 0.0710 | Total 39.9360
Epoch 00010 | NCE 38.2518 | KOOP 0.0000 | τ 0.0709 | Total 38.2518
Epoch 00011 | NCE 37.2544 | KOOP 0.0000 | τ 0.0707 | Total 37.2544
Epoch 00012 | NCE 35.0336 | KOOP 0.0000 | τ 0.0705 | Total 35.0336
Epoch 00013 | NCE 34.4370 | KOOP 0.0000 | τ 0.0703 | Total 34.4370
Epoch 00014 | NCE 32.2808 | KOOP 0.0000 | τ 0.0701 | Total 32.2808
Epoch 00015 | NCE 32.1340 | KOOP 0.0000 | τ 0.0699 | Total 32.1340
Epoch 00016 | NCE 31.7014 | KOOP 0.0000 | τ 0.0697 | Total 31.7014
Epoch 00017 | NCE 29.4901 | KOOP 0.0000 | τ 0.0695 | Total 29.4901
Epoch 00018 | NCE 29.7194 | KOOP 0.0000 | τ 0.0693 | Total 29.7194
Epoch 00019 | NCE 26.5061 | KOOP 0.0000 | τ 0.0691 | Total 26.5061
Epoch 00020 | NCE 26.5503 | KOOP 0.0000 | τ 0.0689 | Total 26.5503
Epoch 00021 | NCE 27.9250 | KOOP 0.0000 | τ 0.0687 | Total 27.9250
Epoch 00022 | NCE 25.9538 | KOOP 0.0000 | τ 0.0684 | Total 25.9538
Epoch 00023 | NCE 24.1872 | KOOP 0.0000 | τ 0.0682 | Total 24.1872
Epoch 00024 | NCE 24.0379 | KOOP 0.0000 | τ 0.0680 | Total 24.0379
Epoch 00025 | NCE 22.2801 | KOOP 0.0000 | τ 0.0678 | Total 22.2801
Epoch 00026 | NCE 23.6035 | KOOP 0.0000 | τ 0.0675 | Total 23.6035
Epoch 00027 | NCE 21.6600 | KOOP 0.0000 | τ 0.0673 | Total 21.6600
Epoch 00028 | NCE 21.9587 | KOOP 0.0000 | τ 0.0670 | Total 21.9587
Epoch 00029 | NCE 20.3391 | KOOP 0.0000 | τ 0.0668 | Total 20.3391
Epoch 00030 | NCE 19.0779 | KOOP 0.0000 | τ 0.0665 | Total 19.0779
Epoch 00031 | NCE 20.2161 | KOOP 0.0000 | τ 0.0663 | Total 20.2161
Epoch 00032 | NCE 20.4899 | KOOP 0.0000 | τ 0.0660 | Total 20.4899
Epoch 00033 | NCE 19.9782 | KOOP 0.0000 | τ 0.0658 | Total 19.9782
Epoch 00034 | NCE 18.4105 | KOOP 0.0000 | τ 0.0655 | Total 18.4105
Epoch 00035 | NCE 17.0021 | KOOP 0.0000 | τ 0.0653 | Total 17.0021
Epoch 00036 | NCE 16.7001 | KOOP 0.0000 | τ 0.0650 | Total 16.7001
Epoch 00037 | NCE 18.5217 | KOOP 0.0000 | τ 0.0647 | Total 18.5217
Epoch 00038 | NCE 17.1384 | KOOP 0.0000 | τ 0.0645 | Total 17.1384
Epoch 00039 | NCE 15.8587 | KOOP 0.0000 | τ 0.0642 | Total 15.8587
Epoch 00040 | NCE 16.0449 | KOOP 0.0000 | τ 0.0640 | Total 16.0449
Epoch 00041 | NCE 17.6066 | KOOP 0.0000 | τ 0.0637 | Total 17.6066
Epoch 00042 | NCE 14.6575 | KOOP 0.0000 | τ 0.0635 | Total 14.6575
Epoch 00043 | NCE 14.5826 | KOOP 0.0000 | τ 0.0632 | Total 14.5826
Epoch 00044 | NCE 14.9495 | KOOP 0.0000 | τ 0.0629 | Total 14.9495
Epoch 00045 | NCE 14.8771 | KOOP 0.0000 | τ 0.0627 | Total 14.8771
Epoch 00046 | NCE 14.0725 | KOOP 0.0000 | τ 0.0624 | Total 14.0725
Epoch 00047 | NCE 14.3162 | KOOP 0.0000 | τ 0.0622 | Total 14.3162
Epoch 00048 | NCE 14.3250 | KOOP 0.0000 | τ 0.0619 | Total 14.3250
Epoch 00049 | NCE 13.1404 | KOOP 0.0000 | τ 0.0617 | Total 13.1404
Epoch 00050 | NCE 14.0525 | KOOP 0.0000 | τ 0.0614 | Total 14.0525
Epoch 00051 | NCE 14.3836 | KOOP 0.0000 | τ 0.0612 | Total 14.3836
Epoch 00052 | NCE 13.6634 | KOOP 0.0000 | τ 0.0610 | Total 13.6634
Epoch 00053 | NCE 12.0022 | KOOP 0.0000 | τ 0.0607 | Total 12.0022
Epoch 00054 | NCE 13.3178 | KOOP 0.0000 | τ 0.0605 | Total 13.3178
Epoch 00055 | NCE 12.9321 | KOOP 0.0000 | τ 0.0603 | Total 12.9321
Epoch 00056 | NCE 13.9819 | KOOP 0.0000 | τ 0.0601 | Total 13.9819
Epoch 00057 | NCE 12.4071 | KOOP 0.0000 | τ 0.0599 | Total 12.4071
Epoch 00058 | NCE 12.6534 | KOOP 0.0000 | τ 0.0596 | Total 12.6534
Epoch 00059 | NCE 11.4155 | KOOP 0.0000 | τ 0.0594 | Total 11.4155
Epoch 00060 | NCE 12.2767 | KOOP 0.0000 | τ 0.0592 | Total 12.2767
Epoch 00061 | NCE 11.2120 | KOOP 0.0000 | τ 0.0590 | Total 11.2120
Epoch 00062 | NCE 11.9696 | KOOP 0.0000 | τ 0.0588 | Total 11.9696
Epoch 00063 | NCE 11.3843 | KOOP 0.0000 | τ 0.0586 | Total 11.3843
Epoch 00064 | NCE 12.1151 | KOOP 0.0000 | τ 0.0584 | Total 12.1151
Epoch 00065 | NCE 11.1525 | KOOP 0.0000 | τ 0.0582 | Total 11.1525
Epoch 00066 | NCE 11.4838 | KOOP 0.0000 | τ 0.0580 | Total 11.4838
Epoch 00067 | NCE 10.9942 | KOOP 0.0000 | τ 0.0578 | Total 10.9942
Epoch 00068 | NCE 12.0374 | KOOP 0.0000 | τ 0.0577 | Total 12.0374
Epoch 00069 | NCE 11.0194 | KOOP 0.0000 | τ 0.0575 | Total 11.0194
Epoch 00070 | NCE 11.6188 | KOOP 0.0000 | τ 0.0573 | Total 11.6188
Epoch 00071 | NCE 11.6663 | KOOP 0.0000 | τ 0.0572 | Total 11.6663
Epoch 00072 | NCE 10.9067 | KOOP 0.0000 | τ 0.0570 | Total 10.9067
Epoch 00073 | NCE 10.5810 | KOOP 0.0000 | τ 0.0568 | Total 10.5810
Epoch 00074 | NCE 10.4386 | KOOP 0.0000 | τ 0.0567 | Total 10.4386
Epoch 00075 | NCE 10.2309 | KOOP 0.0000 | τ 0.0565 | Total 10.2309
Epoch 00076 | NCE 10.0480 | KOOP 0.0000 | τ 0.0564 | Total 10.0480
Epoch 00077 | NCE 10.0080 | KOOP 0.0000 | τ 0.0562 | Total 10.0080
Epoch 00078 | NCE 9.4040 | KOOP 0.0000 | τ 0.0561 | Total 9.4040
