/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=24 dataset=bitotc task=classification
[KAIROS] Using device: cuda:0 (NVIDIA RTX A5000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (4863 nodes) → full-neighbour training sampler

[KAIROS] Backbone: sage
Training 50 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 74.4653 | KOOP 0.0000 | τ 0.5000 | Total 74.4653
Epoch 00001 | NCE 70.1402 | KOOP 0.0000 | τ 0.5000 | Total 70.1402
Epoch 00002 | NCE 66.0435 | KOOP 0.0000 | τ 0.5000 | Total 66.0435
Epoch 00003 | NCE 65.3905 | KOOP 0.0000 | τ 0.5000 | Total 65.3905
Epoch 00004 | NCE 63.6074 | KOOP 0.0000 | τ 0.5000 | Total 63.6074
Epoch 00005 | NCE 62.6736 | KOOP 0.0000 | τ 0.5000 | Total 62.6736
Epoch 00006 | NCE 62.8205 | KOOP 0.0000 | τ 0.5000 | Total 62.8205
Epoch 00007 | NCE 61.4417 | KOOP 0.0000 | τ 0.5000 | Total 61.4417
Epoch 00008 | NCE 62.3976 | KOOP 0.0000 | τ 0.5000 | Total 62.3976
Epoch 00009 | NCE 61.5762 | KOOP 0.0000 | τ 0.5000 | Total 61.5762
Epoch 00010 | NCE 61.2342 | KOOP 0.0000 | τ 0.5000 | Total 61.2342
Epoch 00011 | NCE 60.0917 | KOOP 0.0000 | τ 0.5000 | Total 60.0917
Epoch 00012 | NCE 60.0927 | KOOP 0.0000 | τ 0.5000 | Total 60.0927
Epoch 00013 | NCE 60.4647 | KOOP 0.0000 | τ 0.5000 | Total 60.4647
Epoch 00014 | NCE 59.6138 | KOOP 0.0000 | τ 0.5000 | Total 59.6138
Epoch 00015 | NCE 59.4008 | KOOP 0.0000 | τ 0.5000 | Total 59.4008
Epoch 00016 | NCE 59.6479 | KOOP 0.0000 | τ 0.5000 | Total 59.6479
Epoch 00017 | NCE 59.0037 | KOOP 0.0000 | τ 0.5000 | Total 59.0037
Epoch 00018 | NCE 59.2164 | KOOP 0.0000 | τ 0.5000 | Total 59.2164
Epoch 00019 | NCE 58.8487 | KOOP 0.0000 | τ 0.5000 | Total 58.8487
Epoch 00020 | NCE 59.0915 | KOOP 0.0000 | τ 0.5000 | Total 59.0915
Epoch 00021 | NCE 58.5181 | KOOP 0.0000 | τ 0.5000 | Total 58.5181
Epoch 00022 | NCE 58.9330 | KOOP 0.0000 | τ 0.5000 | Total 58.9330
Epoch 00023 | NCE 58.7550 | KOOP 0.0000 | τ 0.5000 | Total 58.7550
Epoch 00024 | NCE 58.4684 | KOOP 0.0000 | τ 0.5000 | Total 58.4684
Epoch 00025 | NCE 58.4525 | KOOP 0.0000 | τ 0.5000 | Total 58.4525
