/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=24 dataset=bitotc task=classification
[KAIROS] Using device: cuda:0 (NVIDIA RTX A5000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (4863 nodes) → full-neighbour training sampler

[KAIROS] Backbone: gcn
Training 50 epochs | 4 views | λ_koop=0.0 | PPR α=0.15

[KAIROS] Pre-computing PPR graphs for 4 snapshots (diff_mode=pprgraph)...
  snapshot 0: N=4863 nodes
  snapshot 1: N=4863 nodes
  snapshot 2: N=4863 nodes
  snapshot 3: N=4863 nodes
[KAIROS] PPR-graph cache ready.

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 77.2837 | KOOP 0.0000 | τ 0.5000 | Total 77.2837
Epoch 00001 | NCE 73.5770 | KOOP 0.0000 | τ 0.5000 | Total 73.5770
Epoch 00002 | NCE 71.4549 | KOOP 0.0000 | τ 0.5000 | Total 71.4549
Epoch 00003 | NCE 71.8156 | KOOP 0.0000 | τ 0.5000 | Total 71.8156
Epoch 00004 | NCE 68.9487 | KOOP 0.0000 | τ 0.5000 | Total 68.9487
Epoch 00005 | NCE 67.4253 | KOOP 0.0000 | τ 0.5000 | Total 67.4253
Epoch 00006 | NCE 69.3375 | KOOP 0.0000 | τ 0.5000 | Total 69.3375
Epoch 00007 | NCE 65.0270 | KOOP 0.0000 | τ 0.5000 | Total 65.0270
Epoch 00008 | NCE 68.0325 | KOOP 0.0000 | τ 0.5000 | Total 68.0325
Epoch 00009 | NCE 66.9464 | KOOP 0.0000 | τ 0.5000 | Total 66.9464
Epoch 00010 | NCE 66.9274 | KOOP 0.0000 | τ 0.5000 | Total 66.9274
Epoch 00011 | NCE 63.3001 | KOOP 0.0000 | τ 0.5000 | Total 63.3001
Epoch 00012 | NCE 63.3999 | KOOP 0.0000 | τ 0.5000 | Total 63.3999
Epoch 00013 | NCE 64.1585 | KOOP 0.0000 | τ 0.5000 | Total 64.1585
Epoch 00014 | NCE 63.6035 | KOOP 0.0000 | τ 0.5000 | Total 63.6035
Epoch 00015 | NCE 62.8591 | KOOP 0.0000 | τ 0.5000 | Total 62.8591
Epoch 00016 | NCE 64.3679 | KOOP 0.0000 | τ 0.5000 | Total 64.3679
