/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=24 dataset=bitcoinotc task=classification
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
[KAIROS] Classification task → λ_koop overridden to 0.0
[KAIROS] Small graph (5881 nodes) → full-neighbour training sampler

Training 25 epochs | 3 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 41.5968 | KOOP 0.0000 | τ 0.0703 | Total 41.5968
Epoch 00001 | NCE 34.4169 | KOOP 0.0000 | τ 0.0705 | Total 34.4169
Epoch 00002 | NCE 30.4833 | KOOP 0.0000 | τ 0.0708 | Total 30.4833
Epoch 00003 | NCE 27.1480 | KOOP 0.0000 | τ 0.0710 | Total 27.1480
Epoch 00004 | NCE 25.8718 | KOOP 0.0000 | τ 0.0711 | Total 25.8718
Epoch 00005 | NCE 24.3471 | KOOP 0.0000 | τ 0.0711 | Total 24.3471
Epoch 00006 | NCE 19.4084 | KOOP 0.0000 | τ 0.0711 | Total 19.4084
Epoch 00007 | NCE 18.5937 | KOOP 0.0000 | τ 0.0710 | Total 18.5937
Epoch 00008 | NCE 17.5607 | KOOP 0.0000 | τ 0.0709 | Total 17.5607
Epoch 00009 | NCE 20.1735 | KOOP 0.0000 | τ 0.0707 | Total 20.1735
Epoch 00010 | NCE 16.0437 | KOOP 0.0000 | τ 0.0706 | Total 16.0437
Epoch 00011 | NCE 18.2363 | KOOP 0.0000 | τ 0.0705 | Total 18.2363
Epoch 00012 | NCE 18.4458 | KOOP 0.0000 | τ 0.0704 | Total 18.4458
Epoch 00013 | NCE 17.7769 | KOOP 0.0000 | τ 0.0703 | Total 17.7769
Epoch 00014 | NCE 17.1921 | KOOP 0.0000 | τ 0.0702 | Total 17.1921
Epoch 00015 | NCE 16.9927 | KOOP 0.0000 | τ 0.0702 | Total 16.9927
Epoch 00016 | NCE 16.6640 | KOOP 0.0000 | τ 0.0701 | Total 16.6640
Epoch 00017 | NCE 16.0515 | KOOP 0.0000 | τ 0.0701 | Total 16.0515
Epoch 00018 | NCE 15.8493 | KOOP 0.0000 | τ 0.0700 | Total 15.8493
Epoch 00019 | NCE 15.8313 | KOOP 0.0000 | τ 0.0700 | Total 15.8313
Epoch 00020 | NCE 11.8758 | KOOP 0.0000 | τ 0.0700 | Total 11.8758
Epoch 00021 | NCE 15.7440 | KOOP 0.0000 | τ 0.0700 | Total 15.7440
Epoch 00022 | NCE 15.5842 | KOOP 0.0000 | τ 0.0700 | Total 15.5842
Epoch 00023 | NCE 11.8855 | KOOP 0.0000 | τ 0.0700 | Total 11.8855
Epoch 00024 | NCE 15.5060 | KOOP 0.0000 | τ 0.0700 | Total 15.5060
  LinEval    0 | train 0.4719 | val 0.4915 | micro 0.4777 | wei 0.4159
  LinEval  500 | train 0.6968 | val 0.5408 | micro 0.5363 | wei 0.5365
  LinEval 1000 | train 0.6917 | val 0.5493 | micro 0.5304 | wei 0.5312
  LinEval 1500 | train 0.6899 | val 0.5459 | micro 0.5291 | wei 0.5299
  LinEval 1999 | train 0.6951 | val 0.5476 | micro 0.5295 | wei 0.5303
  LinEval    0 | train 0.2317 | val 0.4167 | micro 0.4114 | wei 0.3974
  LinEval  500 | train 0.6951 | val 0.5442 | micro 0.5395 | wei 0.5388
  LinEval 1000 | train 0.6951 | val 0.5476 | micro 0.5310 | wei 0.5316
  LinEval 1500 | train 0.6951 | val 0.5493 | micro 0.5312 | wei 0.5320
  LinEval 1999 | train 0.6934 | val 0.5476 | micro 0.5293 | wei 0.5301
  LinEval    0 | train 0.4106 | val 0.4881 | micro 0.4654 | wei 0.4261
  LinEval  500 | train 0.6899 | val 0.5374 | micro 0.5368 | wei 0.5369
  LinEval 1000 | train 0.6951 | val 0.5459 | micro 0.5304 | wei 0.5311
  LinEval 1500 | train 0.6917 | val 0.5459 | micro 0.5297 | wei 0.5305
  LinEval 1999 | train 0.6951 | val 0.5459 | micro 0.5289 | wei 0.5296
  LinEval    0 | train 0.3407 | val 0.4371 | micro 0.4173 | wei 0.3814
  LinEval  500 | train 0.7036 | val 0.5459 | micro 0.5368 | wei 0.5366
  LinEval 1000 | train 0.6951 | val 0.5493 | micro 0.5317 | wei 0.5324
  LinEval 1500 | train 0.6917 | val 0.5476 | micro 0.5295 | wei 0.5303
  LinEval 1999 | train 0.6934 | val 0.5459 | micro 0.5291 | wei 0.5299
  LinEval    0 | train 0.3118 | val 0.3946 | micro 0.4091 | wei 0.2992
  LinEval  500 | train 0.6985 | val 0.5408 | micro 0.5378 | wei 0.5371
  LinEval 1000 | train 0.6968 | val 0.5476 | micro 0.5321 | wei 0.5327
  LinEval 1500 | train 0.6968 | val 0.5459 | micro 0.5306 | wei 0.5314
  LinEval 1999 | train 0.6917 | val 0.5459 | micro 0.5291 | wei 0.5299

Linear evaluation  Acc: 0.5444  Wei-F1: 0.5409
[ablate-result] ablation=none seed=24 dataset=bitcoinotc task=classification result={'accuracy': 0.5444113612174988, 'weighted_f1': 0.5409004092216492}
