/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=no_koop_anomaly seed=24 dataset=bitalpha task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 150 structural nodes (2250 edges)

Constructing attribute anomaly nodes...
Done. 150 attribute anomaly nodes

[KAIROS] Small graph (3219 nodes) → full-neighbour training sampler

Training 100 epochs | 5 views | λ_koop=0.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 147.1532 | KOOP 0.0000 | τ 0.0703 | Total 147.1532
Epoch 00001 | NCE 119.8987 | KOOP 0.0000 | τ 0.0706 | Total 119.8987
Epoch 00002 | NCE 102.5063 | KOOP 0.0000 | τ 0.0708 | Total 102.5063
Epoch 00003 | NCE 94.4891 | KOOP 0.0000 | τ 0.0710 | Total 94.4891
Epoch 00004 | NCE 85.2373 | KOOP 0.0000 | τ 0.0712 | Total 85.2373
Epoch 00005 | NCE 79.7731 | KOOP 0.0000 | τ 0.0712 | Total 79.7731
Epoch 00006 | NCE 74.4121 | KOOP 0.0000 | τ 0.0712 | Total 74.4121
Epoch 00007 | NCE 71.7392 | KOOP 0.0000 | τ 0.0711 | Total 71.7392
Epoch 00008 | NCE 68.3532 | KOOP 0.0000 | τ 0.0710 | Total 68.3532
Epoch 00009 | NCE 64.0071 | KOOP 0.0000 | τ 0.0709 | Total 64.0071
Epoch 00010 | NCE 59.0193 | KOOP 0.0000 | τ 0.0707 | Total 59.0193
Epoch 00011 | NCE 58.4892 | KOOP 0.0000 | τ 0.0706 | Total 58.4892
Epoch 00012 | NCE 57.3217 | KOOP 0.0000 | τ 0.0704 | Total 57.3217
Epoch 00013 | NCE 55.1545 | KOOP 0.0000 | τ 0.0702 | Total 55.1545
Epoch 00014 | NCE 52.8444 | KOOP 0.0000 | τ 0.0700 | Total 52.8444
Epoch 00015 | NCE 52.2790 | KOOP 0.0000 | τ 0.0699 | Total 52.2790
Epoch 00016 | NCE 50.8600 | KOOP 0.0000 | τ 0.0697 | Total 50.8600
Epoch 00017 | NCE 49.0489 | KOOP 0.0000 | τ 0.0695 | Total 49.0489
Epoch 00018 | NCE 46.8744 | KOOP 0.0000 | τ 0.0693 | Total 46.8744
Epoch 00019 | NCE 46.2714 | KOOP 0.0000 | τ 0.0692 | Total 46.2714
Epoch 00020 | NCE 44.7253 | KOOP 0.0000 | τ 0.0690 | Total 44.7253
