/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=fixed_tau seed=24 dataset=tax51 task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 3000 structural nodes (45000 edges)

Constructing attribute anomaly nodes...
Done. 3000 attribute anomaly nodes

[KAIROS] Large graph (132524 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 4 views | λ_koop=1.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 78.5279 | KOOP 0.1675 | τ 0.5000 | Total 78.6954
Epoch 00001 | NCE 76.8148 | KOOP 0.1476 | τ 0.5000 | Total 76.9624
Epoch 00002 | NCE 75.4524 | KOOP 0.1356 | τ 0.5000 | Total 75.5880
Epoch 00003 | NCE 74.2361 | KOOP 0.1238 | τ 0.5000 | Total 74.3598
Epoch 00004 | NCE 73.7753 | KOOP 0.1232 | τ 0.5000 | Total 73.8985
Epoch 00005 | NCE 72.4164 | KOOP 0.1072 | τ 0.5000 | Total 72.5236
Epoch 00006 | NCE 71.6567 | KOOP 0.1012 | τ 0.5000 | Total 71.7579
Epoch 00007 | NCE 71.4252 | KOOP 0.0986 | τ 0.5000 | Total 71.5238
Epoch 00008 | NCE 70.7584 | KOOP 0.1001 | τ 0.5000 | Total 70.8586
Epoch 00009 | NCE 69.8786 | KOOP 0.0905 | τ 0.5000 | Total 69.9691
Epoch 00010 | NCE 68.8908 | KOOP 0.0935 | τ 0.5000 | Total 68.9844
Epoch 00011 | NCE 68.7070 | KOOP 0.0831 | τ 0.5000 | Total 68.7901
Epoch 00012 | NCE 67.9766 | KOOP 0.0811 | τ 0.5000 | Total 68.0577
Epoch 00013 | NCE 67.6290 | KOOP 0.0794 | τ 0.5000 | Total 67.7085
Epoch 00014 | NCE 67.2487 | KOOP 0.0731 | τ 0.5000 | Total 67.3218
Epoch 00015 | NCE 67.0284 | KOOP 0.0684 | τ 0.5000 | Total 67.0968
Epoch 00016 | NCE 66.1738 | KOOP 0.0653 | τ 0.5000 | Total 66.2392
Epoch 00017 | NCE 66.4037 | KOOP 0.0678 | τ 0.5000 | Total 66.4715
Epoch 00018 | NCE 65.7705 | KOOP 0.0576 | τ 0.5000 | Total 65.8281
Epoch 00019 | NCE 65.5391 | KOOP 0.0613 | τ 0.5000 | Total 65.6005
Epoch 00020 | NCE 65.0731 | KOOP 0.0526 | τ 0.5000 | Total 65.1257
Epoch 00021 | NCE 64.9011 | KOOP 0.0571 | τ 0.5000 | Total 64.9582
Epoch 00022 | NCE 65.0426 | KOOP 0.0526 | τ 0.5000 | Total 65.0952
