/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
[ablate] mode=none seed=42 dataset=dblp task=anomaly_detection
/nas/home/jahin/.local/lib/python3.10/site-packages/torch/cuda/__init__.py:654: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
[KAIROS] Using device: cuda:0 (NVIDIA RTX A6000)
Constructing structural anomaly nodes...
Done. 300 structural nodes (4500 edges)

Constructing attribute anomaly nodes...
Done. 300 attribute anomaly nodes

[KAIROS] Large graph (25387 nodes) → mini-batch sampler fanout=[20, 20]

Training 200 epochs | 4 views | λ_koop=1.0 | PPR α=0.15

/nas/home/jahin/.local/lib/python3.10/site-packages/dgl/dataloading/dataloader.py:1144: DGLWarning: Dataloader CPU affinity opt is not enabled, consider switching it on (see enable_cpu_affinity() or CPU best practices for DGL [https://docs.dgl.ai/tutorials/cpu/cpu_best_practises.html])
  dgl_warning(
Epoch 00000 | NCE 79.1844 | KOOP 0.1493 | τ 0.0703 | Total 79.3337
Epoch 00001 | NCE 66.5443 | KOOP 0.1285 | τ 0.0705 | Total 66.6728
Epoch 00002 | NCE 61.5280 | KOOP 0.1234 | τ 0.0708 | Total 61.6514
Epoch 00003 | NCE 55.3751 | KOOP 0.0930 | τ 0.0710 | Total 55.4681
Epoch 00004 | NCE 51.1366 | KOOP 0.0817 | τ 0.0711 | Total 51.2183
Epoch 00005 | NCE 49.8863 | KOOP 0.0766 | τ 0.0711 | Total 49.9629
Epoch 00006 | NCE 46.4820 | KOOP 0.0673 | τ 0.0711 | Total 46.5493
Epoch 00007 | NCE 43.3576 | KOOP 0.0612 | τ 0.0710 | Total 43.4188
Epoch 00008 | NCE 42.5683 | KOOP 0.0656 | τ 0.0709 | Total 42.6340
Epoch 00009 | NCE 40.0129 | KOOP 0.0558 | τ 0.0708 | Total 40.0687
Epoch 00010 | NCE 37.9236 | KOOP 0.0461 | τ 0.0706 | Total 37.9697
Epoch 00011 | NCE 37.2565 | KOOP 0.0484 | τ 0.0704 | Total 37.3049
Epoch 00012 | NCE 35.7383 | KOOP 0.0447 | τ 0.0703 | Total 35.7829
Epoch 00013 | NCE 34.0906 | KOOP 0.0436 | τ 0.0701 | Total 34.1342
Epoch 00014 | NCE 32.8671 | KOOP 0.0463 | τ 0.0698 | Total 32.9135
Epoch 00015 | NCE 32.2029 | KOOP 0.0433 | τ 0.0696 | Total 32.2462
Epoch 00016 | NCE 30.2478 | KOOP 0.0391 | τ 0.0694 | Total 30.2868
Epoch 00017 | NCE 29.8587 | KOOP 0.0499 | τ 0.0692 | Total 29.9087
Epoch 00018 | NCE 30.3928 | KOOP 0.0428 | τ 0.0690 | Total 30.4357
Epoch 00019 | NCE 28.5621 | KOOP 0.0397 | τ 0.0688 | Total 28.6018
Epoch 00020 | NCE 26.8875 | KOOP 0.0385 | τ 0.0685 | Total 26.9260
Epoch 00021 | NCE 25.9755 | KOOP 0.0396 | τ 0.0683 | Total 26.0151
Epoch 00022 | NCE 25.5386 | KOOP 0.0357 | τ 0.0681 | Total 25.5743
Epoch 00023 | NCE 24.0905 | KOOP 0.0359 | τ 0.0678 | Total 24.1264
Epoch 00024 | NCE 23.5422 | KOOP 0.0336 | τ 0.0676 | Total 23.5759
Epoch 00025 | NCE 23.2181 | KOOP 0.0367 | τ 0.0673 | Total 23.2549
Epoch 00026 | NCE 22.8709 | KOOP 0.0379 | τ 0.0671 | Total 22.9087
Epoch 00027 | NCE 22.5525 | KOOP 0.0339 | τ 0.0668 | Total 22.5864
Epoch 00028 | NCE 22.5585 | KOOP 0.0400 | τ 0.0666 | Total 22.5986
Epoch 00029 | NCE 21.6276 | KOOP 0.0402 | τ 0.0663 | Total 21.6678
Epoch 00030 | NCE 21.0183 | KOOP 0.0381 | τ 0.0661 | Total 21.0564
